CÓDIGO;CLASSIFICAÇÃO;DESCRIÇÃO;SALDO ANTERIOR;DÉBITO;CRÉDITO;SALDO ATUAL;MÊS;TIPO
3590;3.1.05.04.5000;UNIFORMES;2453,4;0;0;2453,4;31/08/2021;D
2445;3.1.05.04.3100;VIAGENS E ESTADIAS;613,46;0;0;613,46;31/08/2021;D
2607;4.0.00.00.0000;RECEITAS;436862,72;9448,74;75177,99;502591,97;31/08/2021;C
2615;4.1.00.00.0000;RECEITA OPERACIONAL BRUTA;436862,72;9448,74;75177,99;502591,97;31/08/2021;C
2623;4.1.01.00.0000;RECEITA OPERACIONAL LIQUIDA;413354,11;9448,74;71311,43;475216,8;31/08/2021;C
2630;4.1.01.01.0000;RECEITA DE PRESTACAO DE SERVICOS;476488,81;0;71311,43;547800,24;31/08/2021;C
2860;4.1.01.01.0001;COMISSÇO BILHETAGEM ELETRONICA;392671,9;0;59105,17;451777,07;31/08/2021;C
2887;4.1.01.01.0002;TARIFA PROCESSAMENTO WEB;83816,91;0;12206,26;96023,17;31/08/2021;C
2747;4.1.01.02.0000;(-) DEDUCAO DE RECEITA DA PREST. SER;63134,7;9448,74;0;72583,44;31/08/2021;D
2755;4.1.01.02.0400;COFINS;36213,16;5419,67;0;41632,83;31/08/2021;D
2780;4.1.01.02.0300;I.S.S.Q.N.;19059,47;2852,43;0;21911,9;31/08/2021;D
2798;4.1.01.02.0500;PIS S/FATURAMENTO;7862,07;1176,64;0;9038,71;31/08/2021;D
2810;4.1.02.00.0000;OUTRAS RECEITAS OPERACIONAIS;23497,11;0;3862,8;27359,91;31/08/2021;C
2836;4.1.02.01.0000;OUTRAS RECEITAS OPERACIONAIS;23497,11;0;3862,8;27359,91;31/08/2021;C
3140;4.1.02.01.0600;CARTAO BILHETAGEM;23310,31;0;3862,8;27173,11;31/08/2021;C
2895;4.1.02.01.0500;CARTAO ESCOLAR;184,8;0;0;184,8;31/08/2021;C
2879;4.1.02.01.0300;RECEITAS DIVERSAS;2;0;0;2;31/08/2021;C
2909;4.1.03.00.0000;RECEITAS FINANCEIRAS;11,5;0;3,76;15,26;31/08/2021;C
2917;4.1.03.01.0000;RECEITAS FINANCEIRAS;11,5;0;3,76;15,26;31/08/2021;C
2940;4.1.03.01.0400;DESCONTOS OBTIDOS;1,18;0;0;1,18;31/08/2021;C
2933;4.1.03.01.0300;RENDIMENTO S/APLIC. FINANCEIRAS;10,32;0;3,76;14,08;31/08/2021;C
19;1.0.00.00.0000;ATIVO;6453554,29;2947454,97;3168531,52;6232477,74;30/09/2021;D
27;1.1.00.00.0000;CIRCULANTE;254868,19;2380779,14;2455265,18;180382,15;30/09/2021;D
35;1.1.01.00.0000;DISPONIVEL;71628,77;1781668,78;1829578,92;23718,63;30/09/2021;D
43;1.1.01.01.0000;CAIXA;5469,22;61755,49;64596,92;2627,79;30/09/2021;D
50;1.1.01.01.0100;CAIXA;5469,22;61755,49;64596,92;2627,79;30/09/2021;D
60;1.1.01.02.0000;BANCOS CONTA MOVIMENTO;68,82;1535320,32;1535378,17;10,97;30/09/2021;D
78;1.1.01.02.0400;BANCO BANRISUL S/A - CONTA RECEBEDOR;67,82;1354750,85;1354808,7;9,97;30/09/2021;D
7234;1.1.01.02.0700;BANCO BANRISUL S/A;1;72230,81;72230,81;1;30/09/2021;D
6520;1.1.01.02.0600;CARUANA - CONTA CORRENTE;0;108338,66;108338,66;0;30/09/2021;
116;1.1.01.03.0000;APLICACOES CORRENTES;66090,73;184592,97;229603,83;21079,87;30/09/2021;D
7412;1.1.01.03.0001;APLICACOES BANCO BANRISUL S/A - RECE;55070,32;164616,95;206103,41;13583,86;30/09/2021;D
7420;1.1.01.03.0002;APLICACOES BANCO BANRISUL S/A;11020,41;19976,02;23500,42;7496,01;30/09/2021;D
132;1.1.02.00.0000;CREDITOS;183239,42;599110,36;625686,26;156663,52;30/09/2021;D
140;1.1.02.01.0000;ESTOQUE;39056,21;243,22;1352,02;37947,41;30/09/2021;D
5540;1.1.02.01.0003;COPA E COZINHA;138,14;142,15;114,83;165,46;30/09/2021;D
5576;1.1.02.01.0006;MATERIAIS DE LIMPEZA;445,53;101,07;36;510,6;30/09/2021;D
3760;1.1.02.01.0002;MATERIAL DE EXPEDIENTE;79,19;0;0;79,19;30/09/2021;D
159;1.1.02.01.0001;SUPRIMENTOS DE BILHETAGEM;37863,55;0;1201,19;36662,36;30/09/2021;D
5649;1.1.02.01.0013;UNIFORMES;529,8;0;0;529,8;30/09/2021;D
175;1.1.02.02.0000;CLIENTES;151730,67;92447,28;128146,25;116031,7;30/09/2021;D
183;1.1.02.02.0400;FUNDACAO UNIVERSIDADE DO RIO GRANDE;2953,16;2764,77;1791,4;3926,53;30/09/2021;D
6564;1.1.02.02.0003;NOIVA DO MAR SERV MOBILIDADE LTDA -;31345,99;30593,16;31345,99;30593,16;30/09/2021;D
4286;1.1.02.02.0500;POS - BAR DO JAPA;1359,13;0;0;1359,13;30/09/2021;D
190;1.1.02.02.0100;PREFEITURA MUNICIPAL DO RIO GRANDE;90677,41;34559,82;69613,88;55623,35;30/09/2021;D
6572;1.1.02.02.0004;TRANSPESSOAL TRANSPORTES LTDA;25394,98;24529,53;25394,98;24529,53;30/09/2021;D
213;1.1.02.03.0000;OUTROS CREDITOS;7547,46;506419,86;496187,99;2684,41;30/09/2021;D
329;1.1.02.03.0200;ADIANT. SALARIAL - QUINZENAL;0;5990,12;5990,12;0;30/09/2021;
360;1.1.02.03.0300;ADIANTAMENTO INSUFICIENCIA DE SALDO;0;344,48;0;344,48;30/09/2021;D
6530;1.1.02.03.0002;ADIANTAMENTO SBE - TRANSPESSOAL;78812,76;499106,87;490137,57;69843,46;30/09/2021;C
220;1.1.02.03.0100;ADIANTAMENTOS A FORNECEDORES;34226,58;0;0;34226,58;30/09/2021;D
248;1.1.02.03.1100;COFINS ANTECIPADA;0;49,56;49,56;0;30/09/2021;
280;1.1.02.03.1700;CS.L.L. - RET. DE ORGÇOS PUBLICOS;4846,51;16,52;0;4863,03;30/09/2021;D
6459;1.1.02.03.3003;DIFERENCA DE MALOTE VENDAS POS;54,95;0;0;54,95;30/09/2021;C
370;1.1.02.03.1300;I.R.P.J. - RET. DE ORGÇOS PUBLICOS;11633,85;40,28;0;11674,13;30/09/2021;D
353;1.1.02.03.0400;IMPOSTO DE RENDA A RECUPERAR;20613,31;861,29;0;21474,6;30/09/2021;D
310;1.1.02.03.1200;PIS ANTECIPADO;0;10,74;10,74;0;30/09/2021;
426;1.2.00.00.0000;REALIZAVEL A LONGO PRAZO;5419607,18;540615,66;550689,94;5409532,9;30/09/2021;D
434;1.2.01.00.0000;REALIZAVEL A LONGO PRAZO;5419607,18;540615,66;550689,94;5409532,9;30/09/2021;D
442;1.2.01.01.0000;CREDITOS COM PESSOAS LIGADAS;5269607,18;540615,66;550689,94;5259532,9;30/09/2021;D
6432;1.2.01.01.0001;NOIVA DO MAR SERVICOS DE MOBILIDADE;5269607,18;540615,66;550689,94;5259532,9;30/09/2021;D
7072;1.2.01.02.0000;OUTROS CREDITOS - LP;150000;0;0;150000;30/09/2021;D
7102;1.2.01.02.0003;EURICO DE SA CAVALCANTE JUNIOR;50000;0;0;50000;30/09/2021;D
7099;1.2.01.02.0002;MURILO PEREIRA CAVALCANTI;50000;0;0;50000;30/09/2021;D
7080;1.2.01.02.0001;VIPAR PARTICIPACOES SOCIETARIAS E SE;50000;0;0;50000;30/09/2021;D
469;1.3.00.00.0000;PEMANENTE;779078,92;26060,17;162576,4;642562,69;30/09/2021;D
558;1.3.02.00.0000;IMOBILIZADO;779078,92;26060,17;162576,4;642562,69;30/09/2021;D
566;1.3.02.01.0000;IMOBILIZADO;934124,1;0;156037,2;778086,9;30/09/2021;D
590;1.3.02.01.0200;COMPUTADOR;23908,62;0;0;23908,62;30/09/2021;D
670;1.3.02.01.1000;EQUIPAMENTOS DE BILHETAGEM ELETRONIC;908940,48;0;156037,2;752903,28;30/09/2021;D
680;1.3.02.01.1100;MOVEIS E UTENSILIOS;1275;0;0;1275;30/09/2021;D
744;1.3.02.02.0000;DEPRECIACOES;155045,18;26060,17;6539,2;135524,21;30/09/2021;C
795;1.3.02.02.0500;DEPREC. ACUM. EQUIP BILHETAGEM ELETR;151483,42;26060,17;6329,35;131752,6;30/09/2021;C
3298;1.3.02.02.1400;DEPREC. ACUM. S/EQUIP PROC DADOS;3466,18;0;199,23;3665,41;30/09/2021;C
840;1.3.02.02.1300;DEPREC. ACUM. S/MOVEIS E UTENSILIOS;95,58;0;10,62;106,2;30/09/2021;C
906;2.0.00.00.0000;PASSIVO;6506006,92;1811212,5;1636570,23;6331364,65;30/09/2021;C
914;2.1.00.00.0000;CIRCULANTE;6608313,61;1800832,23;1596866,68;6404348,06;30/09/2021;C
922;2.1.01.00.0000;DEBITOS DE FUNCIONAMENTO;6608313,61;1800832,23;1596866,68;6404348,06;30/09/2021;C
949;2.1.01.01.0000;FORNECEDORES;135693,48;128953,43;33108,68;39848,73;30/09/2021;C
3247;2.1.01.01.2000;ALARMES MELLO LTDA.;319,1;0;0;319,1;30/09/2021;C
6688;2.1.01.01.0013;BAM COMERCIO E SERVICOS LTDA;490,18;0;0;490,18;30/09/2021;C
7153;2.1.01.01.0047;BRH SAUDE OCUPACIONAL LTDA;250;0;0;250;30/09/2021;C
6548;2.1.01.01.9995;CIA. ESTADUAL DE ENERGIA ELETRICA;0;495,69;495,69;0;30/09/2021;
7595;2.1.01.01.0070;CLARO S/A;0;44,5;89,99;45,49;30/09/2021;C
7145;2.1.01.01.0046;ECOBONUZ MARKETING E FIDELIDADE S/A;25190,97;0;0;25190,97;30/09/2021;C
6785;2.1.01.01.0019;GILDA MARIA MARQUES SEQUEIRA 7427534;562,5;0;0;562,5;30/09/2021;C
7528;2.1.01.01.0065;GPTRONICS PAINEIS ELETRONICOS EIRELI;1777,6;444,4;0;1333,2;30/09/2021;C
6602;2.1.01.01.9999;GREEN CARD S/A REFEICOES COMERCIO E;0;4050;4050;0;30/09/2021;
7692;2.1.01.01.0074;JOANNA CORREA DA SILVA;0;150;150;0;30/09/2021;
7536;2.1.01.01.0066;KHYKOPIAS FOTOCOPIAS E ENCADERNACOES;259;259;0;0;30/09/2021;
7650;2.1.01.01.0073;L S COMÉRCIO DE PLÁSTICOS LTDA;0;53,7;53,7;0;30/09/2021;
6653;2.1.01.01.0120;MARGARETE DA SILVA PIECZARKA;0;6;6;0;30/09/2021;
5118;2.1.01.01.9927;MOACIR DE AVILCA GONCALVES;317,33;317,33;142;142;30/09/2021;C
7277;2.1.01.01.0055;MOBILIBUS DESENVOLVIMENTO E CONSULTO;550;1100;1100;550;30/09/2021;C
6734;2.1.01.01.0016;OSVALDO FARIAS DE SOUZA E CIA LTDA;100;0;0;100;30/09/2021;C
6947;2.1.01.01.0032;PAULO ALEXANDRE RODRIGUES PUCINELI 5;0;52;52;0;30/09/2021;
3204;2.1.01.01.1800;PAULO ROGERIO SOARES GARCIA;1486;1213;0;273;30/09/2021;C
3263;2.1.01.01.2200;PRODATA MOBILITY BRASIL S.A.;2635,43;0;0;2635,43;30/09/2021;C
7160;2.1.01.01.0048;R & G ASSESSORIA E CONSULTORIA EM CO;0;2462,5;2462,5;0;30/09/2021;
6483;2.1.01.01.9992;REUNIDAS TRANSPORTADORA RODOVIARIA D;1247,01;1247,01;243,68;243,68;30/09/2021;C
6718;2.1.01.01.0015;ROSANO TECNHOLOGY INDUSTRIA, COMERCI;145,86;0;0;145,86;30/09/2021;C
7293;2.1.01.01.0056;SORIA E LUCAS LTDA;1690,86;1690,86;1691,46;1691,46;30/09/2021;C
6912;2.1.01.01.0029;SUPERMERCADO GUANABARA S.A.;0;49,22;49,22;0;30/09/2021;
7226;2.1.01.01.0053;TELEALARME BRASIL EIRELI;259,2;259,2;259,2;259,2;30/09/2021;C
3506;2.1.01.01.3700;TELE-RIG TELECOMUNICACOES LTDA.;336,61;0;0;336,61;30/09/2021;C
6963;2.1.01.01.0034;TGI - CONSULTORIA EM GESTAO S/A;0;1970;1970;0;30/09/2021;
6490;2.1.01.01.9993;TRANSDATA INDUSTRIA E SERVICOS DE AU;93815,6;109507,29;18552,6;2860,91;30/09/2021;C
4308;2.1.01.01.9800;UNIAO DE CLINICAS RIO GRANDE LTDA;959,23;959,23;671,14;671,14;30/09/2021;C
4260;2.1.01.01.9600;VETORIAL NET INF E SERV DE COMUNICAC;0;973,5;973,5;0;30/09/2021;
6475;2.1.01.01.9991;VIAPRINTER INFORMATICA LTDA;195;0;0;195;30/09/2021;C
4250;2.1.01.01.9500;VIAVETORIAL INTERNET LTDA.;0;96;96;0;30/09/2021;
6513;2.1.01.01.9994;YC YOUR COMPANY COMERCIO E APOIO ADM;3106;1553;0;1553;30/09/2021;C
973;2.1.01.02.0000;CREDORES DIVERSOS;71011,41;210892,4;217699,21;77818,22;30/09/2021;C
7390;2.1.01.02.0005;COMISSÇO - ADIANTAMENTO;46561,76;56740,97;64726,72;54547,51;30/09/2021;C
7382;2.1.01.02.0004;EMPRESTIMOS BILHETAGEM ELETRONICA;10000;18,77;0;9981,23;30/09/2021;C
7366;2.1.01.02.0003;NOIVA DO MAR - VENDA DE VEICULOS;6328,46;0;0;6328,46;30/09/2021;C
7358;2.1.01.02.0002;PARCELAMENTO IMOBILIARIA BASTOS;8121,19;1160,17;0;6961,02;30/09/2021;C
7404;2.1.01.02.0006;TARIFA WEB - ADIANTAMENTO;0;10672,49;10672,49;0;30/09/2021;
7617;2.1.01.02.0007;VALORES EM TRANSITO - NOIVA DO MAR;0;142300;142300;0;30/09/2021;
1066;2.1.01.03.0000;OBRIGACOES C/PESSOAL/SOCIAL/TRIBUTAR;395282,02;63169,73;51015,1;383127,39;30/09/2021;C
1074;2.1.01.03.0100;COFINS A RECOLHER;99309,39;49,56;5545,67;104805,5;30/09/2021;C
3450;2.1.01.03.2800;CSL/COFINS/PIS A RECOLHER  LEI 10833;1232,16;221,8;221,8;1232,16;30/09/2021;C
1104;2.1.01.03.0300;ENCARGOS S/PROVISAO 13. SALARIO;3893,35;0;490,71;4384,06;30/09/2021;C
1112;2.1.01.03.0400;ENCARGOS S/PROVISAO DE FERIAS;10932,42;18,89;0;10913,53;30/09/2021;C
1120;2.1.01.03.0500;FGTS A RECOLHER;18741,73;1099,24;1360,56;19003,05;30/09/2021;C
1147;2.1.01.03.0700;INSS A RECOLHER;128470,47;4987,46;6187,41;129670,42;30/09/2021;C
1163;2.1.01.03.1000;IRF S/COMISSOES;11108,66;886,58;861,29;11083,37;30/09/2021;C
1170;2.1.01.03.2400;IRF S/REND TRAB S/VINCULO EMPREGATIC;79,16;0;0;79,16;30/09/2021;C
1180;2.1.01.03.0800;IRF S/REND TRABALHO ASSALARIADO;11233,8;141,58;167,92;11260,14;30/09/2021;C
1198;2.1.01.03.1100;IRF S/SERV. PREST. PJ OU S/C;409,5;67,5;67,5;409,5;30/09/2021;C
1200;2.1.01.03.1200;ISSQN A RECOLHER;29551,31;31578,35;2842,41;815,37;30/09/2021;C
7668;2.1.01.03.3100;ISSQN PARCELAMENTO;0;649,02;10380,27;9731,25;30/09/2021;C
1210;2.1.01.03.1400;PIS A RECOLHER;20531,12;3489,73;1203,97;18245,36;30/09/2021;C
1228;2.1.01.03.1600;PROVISAO P/ 13. SALARIO;11187,81;0;1410,04;12597,85;30/09/2021;C
1244;2.1.01.03.1900;PROVISAO P/FERIAS;31872,96;2031,85;1976,75;31817,86;30/09/2021;C
1260;2.1.01.03.2300;QUITACåES A PAGAR;10878,67;0;0;10878,67;30/09/2021;C
1279;2.1.01.03.2000;SALARIOS A PAGAR;5849,51;17948,17;18298,8;6200,14;30/09/2021;C
1295;2.1.01.04.0000;FINANCIAMENTOS;157333,09;0;0;157333,09;30/09/2021;C
6726;2.1.01.04.0001;CARUANA S/A - CONTRATO 8126;157333,09;0;0;157333,09;30/09/2021;C
1325;2.1.01.05.0000;SBE;5848993,61;1397816,67;1295043,69;5746220,63;30/09/2021;C
1350;2.1.01.05.0100;ADIANT. CLIENTES - VT WEB;501965,96;356210,88;355081,74;500836,82;30/09/2021;C
1333;2.1.01.05.0600;ADIANT. DE CLIENTES;90;0;0;90;30/09/2021;C
7455;2.1.01.05.0001;ADIANTAMENTO SBE;5346937,65;1041605,79;939961,95;5245293,81;30/09/2021;C
1392;2.2.00.00.0000;EXIGIVEL A LONGO PRAZO;568931,93;10380,27;39703,55;598255,21;30/09/2021;C
1406;2.2.01.00.0000;EXIGIVEL A LONGO PRAZO;568931,93;10380,27;39703,55;598255,21;30/09/2021;C
6769;2.2.01.02.0000;FINANCIAMENTO - LP;309954,06;0;0;309954,06;30/09/2021;C
6777;2.2.01.02.0001;CARUANA - CONTRATO 8126 - LP;309954,06;0;0;309954,06;30/09/2021;C
7676;2.2.01.03.0000;TRIBUTOS DIVERSOS - LP;0;10380,27;38925,27;28545;30/09/2021;C
7684;2.2.01.03.0001;ISSQN PARCELAMENTO - LP;0;10380,27;38925,27;28545;30/09/2021;C
7706;2.2.01.04.0000;OUTROS DEBITOS;258977,87;0;778,28;259756,15;30/09/2021;C
7714;2.2.01.04.0001;EXPURGOS A COMPENSAR;258977,87;0;778,28;259756,15;30/09/2021;C
1430;2.3.00.00.0000;PATRIMONIO LIQUIDO;671238,62;0;0;671238,62;30/09/2021;D
1449;2.3.01.00.0000;CAPITAL SOCIAL;150000;0;0;150000;30/09/2021;C
1457;2.3.01.01.0000;CAPITAL SUBSCRITO;150000;0;0;150000;30/09/2021;C
1465;2.3.01.01.0001;CAPITAL SOCIAL;150000;0;0;150000;30/09/2021;C
1510;2.3.03.00.0000;LUCROS OU PREJUIZOS ACUMULADOS;821238,62;0;0;821238,62;30/09/2021;D
3166;2.3.03.01.0000;LUCROS OU PREJUIZOS ACUMULADOS;821238,62;0;0;821238,62;30/09/2021;D
1546;2.3.03.01.0002;PREJUIZOS ACUMULADOS;821238,62;0;0;821238,62;30/09/2021;D
1554;3.0.00.00.0000;DESPESAS;555044,6;90529,59;31341,41;614232,78;30/09/2021;D
1562;3.1.00.00.0000;DESPESAS OPERACIONAIS;555044,6;90529,59;31341,41;614232,78;30/09/2021;D
1570;3.1.01.00.0000;CUSTOS DOS SERVICOS;110218,74;26326,82;30655,79;105889,77;30/09/2021;D
1589;3.1.01.01.0000;CUSTOS DE BILHETAGEM;110218,74;26326,82;30655,79;105889,77;30/09/2021;D
6696;3.1.01.01.1200;DEPREC. EQUIP BILHETAGEM ELETRONICA;60596,08;6329,35;0;66925,43;30/09/2021;D
7323;3.1.01.01.2000;FRETES;1271,15;243,68;0;1514,83;30/09/2021;D
4103;3.1.01.01.1600;MANUTENCÇO DE EQUIPAMENTOS;270;0;0;270;30/09/2021;D
7470;3.1.01.01.2200;MANUTENCAO EQUIPAMENTOS B E;1087,97;0;0;1087,97;30/09/2021;D
1627;3.1.01.01.0300;OUTROS CUSTOS;4279,21;0;0;4279,21;30/09/2021;D
1619;3.1.01.01.0200;SUPRIMENTO DE BILHETAGEM;9694,46;1201,19;0;10895,65;30/09/2021;D
7640;3.1.01.01.2300;TESTES - SBE;25;0;0;25;30/09/2021;D
7330;3.1.01.01.2100;TRANSDATA - PROCESSAMENTO DE DADOS;32994,87;18552,6;30655,79;20891,68;30/09/2021;D
1740;3.1.05.00.0000;DESPESAS GERAIS;444825,86;64202,77;685,62;508343,01;30/09/2021;D
1759;3.1.05.01.0000;DESPESAS COM IMPOSTOS;3143,53;400,08;0;3543,61;30/09/2021;D
1767;3.1.05.01.0100;ALVARA;367;0;0;367;30/09/2021;D
1775;3.1.05.01.1300;COFINS S/OUTRAS RECEITAS;2079,99;328,74;0;2408,73;30/09/2021;D
1872;3.1.05.01.0900;OUTROS IMPOSTOS E TAXAS;245;0;0;245;30/09/2021;D
1856;3.1.05.01.1400;PIS S/OUTRAS RECEITAS;451,54;71,34;0;522,88;30/09/2021;D
1880;3.1.05.02.0000;SERVICOS DE TERCEIROS;78204,65;8196,32;642,08;85758,89;30/09/2021;D
1899;3.1.05.02.0100;ANUNCIOS E PUBLICIDADE;6232,27;0;0;6232,27;30/09/2021;D
3603;3.1.05.02.1700;ASSESSORIA & CONSULTORIA;17000;2500;0;19500;30/09/2021;D
1929;3.1.05.02.1300;CONEXOES E COMUNICACOES;11403,75;1339,5;0;12743,25;30/09/2021;D
5312;3.1.05.02.1900;CONSULTORIA;16000;2000;0;18000;30/09/2021;D
1910;3.1.05.02.0300;CONVENIO MEDICO;6152,26;671,14;642,08;6181,32;30/09/2021;D
1945;3.1.05.02.0500;ENERGIA ELETRICA;6678,42;495,69;0;7174,11;30/09/2021;D
7285;3.1.05.02.0003;MOBILIBUS - PROCESSAMENTO DADOS;5500;1100;0;6600;30/09/2021;D
7374;3.1.05.02.2002;PINS CITTAMOBI;1380;0;0;1380;30/09/2021;D
7439;3.1.05.02.0004;PROCESSAMENTO DE DADOS;6748;0;0;6748;30/09/2021;D
7250;3.1.05.02.0002;PROJETOS;927,5;0;0;927,5;30/09/2021;D
1996;3.1.05.02.1000;TELEFONES;182,45;89,99;0;272,44;30/09/2021;D
2010;3.1.05.03.0000;DESPESAS FINANCEIRAS;48486,55;14847,88;0;63334,43;30/09/2021;D
2046;3.1.05.03.0300;DESPESAS BANCARIAS;43684,8;4114,95;0;47799,75;30/09/2021;D
2062;3.1.05.03.0500;I.O.F.;9,45;3,83;0;13,28;30/09/2021;D
2089;3.1.05.03.0600;JUROS PASSIVOS;4542,3;6236,37;0;10778,67;30/09/2021;D
2097;3.1.05.03.0700;MULTAS DEDUTIVEIS;250;4492,73;0;4742,73;30/09/2021;D
2127;3.1.05.04.0000;DESPESAS ADMINISTRATIVAS;314991,13;40758,49;43,54;355706,08;30/09/2021;D
2143;3.1.05.04.0100;13. SALARIO;11298,21;1410,04;0;12708,25;30/09/2021;D
2160;3.1.05.04.0400;ALUGUEIS;29947,66;3792,17;0;33739,83;30/09/2021;D
4243;3.1.05.04.5700;ASSALTOS;0;1328;0;1328;30/09/2021;D
7587;3.1.05.04.5907;CARTOES - ENTREGA;401,76;0;0;401,76;30/09/2021;D
6840;3.1.05.04.5904;COMISSÇO S/VENDAS BUSPAY;20741,16;3205,13;0;23946,29;30/09/2021;D
7579;3.1.05.04.5906;COMISSAO S/VENDAS CIELO;1170,41;182,42;0;1352,83;30/09/2021;D
2224;3.1.05.04.1000;COPA E COZINHA;1295,73;114,83;0;1410,56;30/09/2021;D
2267;3.1.05.04.1300;DEPRECIACAO S/EQUIP. PROCES. DADOS;1519,78;199,23;0;1719,01;30/09/2021;D
2283;3.1.05.04.1600;DEPRECIACAO S/MOVEIS E UTENSILIOS;84,96;10,62;0;95,58;30/09/2021;D
2305;3.1.05.04.4300;DESPESA DE CONSERVACAO;326,93;0;0;326,93;30/09/2021;D
3395;3.1.05.04.4900;DESPESAS C/ COMEMORACOES;105,5;150;0;255,5;30/09/2021;D
2313;3.1.05.04.2200;DESPESAS COM CORREIO;73;0;15,65;57,35;30/09/2021;D
3130;3.1.05.04.4600;DESPESAS COM GRAFICA;1639,95;6;0;1645,95;30/09/2021;D
2380;3.1.05.04.2600;FERIAS;15326,1;1976,75;0;17302,85;30/09/2021;D
2399;3.1.05.04.2700;FGTS;12372,01;1473,37;4,41;13840,97;30/09/2021;D
3300;3.1.05.04.4700;FRETES E CARRETOS;2587,5;0;0;2587,5;30/09/2021;D
5860;3.1.05.04.5905;LIMPEZA E HIGIENE;17610,41;2033;0;19643,41;30/09/2021;D
2453;3.1.05.04.3200;MANUTENCAO DE EQUIPAMENTO ADMINISTRA;300;0;0;300;30/09/2021;D
3778;3.1.05.04.5100;MATERIAIS P/ PROCESSAMENTO DE DADOS;1200,69;0;0;1200,69;30/09/2021;D
2460;3.1.05.04.3300;MATERIAL DE EXPEDIENTE;1173,39;0;0;1173,39;30/09/2021;D
3336;3.1.05.04.4800;MATERIAL DE SEGURANCA;344;0;0;344;30/09/2021;D
2496;3.1.05.04.3600;OUTRAS DESPESAS;338,9;53,7;0;392,6;30/09/2021;D
2470;3.1.05.04.3400;PAT PROGRAMA DE ALIM TRABALHADOR;28878,81;4050;9;32919,81;30/09/2021;D
2500;3.1.05.04.3700;PREVIDENCIA SOCIAL;36967,91;4751,62;14,21;41705,32;30/09/2021;D
2488;3.1.05.04.3500;SALARIOS;125447,42;15922,47;0;141369,89;30/09/2021;D
2150;3.1.05.04.0300;SEGURO ACIDENTE DO TRABALHO;772,08;99,14;0,27;870,95;30/09/2021;D
3590;3.1.05.04.5000;UNIFORMES;2453,4;0;0;2453,4;30/09/2021;D
2445;3.1.05.04.3100;VIAGENS E ESTADIAS;613,46;0;0;613,46;30/09/2021;D
2607;4.0.00.00.0000;RECEITAS;502591,97;165132,5;177886,4;515345,87;30/09/2021;C
2615;4.1.00.00.0000;RECEITA OPERACIONAL BRUTA;502591,97;9095,3;72974,73;566471,4;30/09/2021;C
2623;4.1.01.00.0000;RECEITA OPERACIONAL LIQUIDA;475216,8;9095,3;68643,89;534765,39;30/09/2021;C
2630;4.1.01.01.0000;RECEITA DE PRESTACAO DE SERVICOS;547800,24;0;68643,89;616444,13;30/09/2021;C
2860;4.1.01.01.0001;COMISSÇO BILHETAGEM ELETRONICA;451777,07;0;57419,47;509196,54;30/09/2021;C
2887;4.1.01.01.0002;TARIFA PROCESSAMENTO WEB;96023,17;0;11224,42;107247,59;30/09/2021;C
2747;4.1.01.02.0000;(-) DEDUCAO DE RECEITA DA PREST. SER;72583,44;9095,3;0;81678,74;30/09/2021;D
2755;4.1.01.02.0400;COFINS;41632,83;5216,93;0;46849,76;30/09/2021;D
2780;4.1.01.02.0300;I.S.S.Q.N.;21911,9;2745,74;0;24657,64;30/09/2021;D
2798;4.1.01.02.0500;PIS S/FATURAMENTO;9038,71;1132,63;0;10171,34;30/09/2021;D
2810;4.1.02.00.0000;OUTRAS RECEITAS OPERACIONAIS;27359,91;0;4319,55;31679,46;30/09/2021;C
2836;4.1.02.01.0000;OUTRAS RECEITAS OPERACIONAIS;27359,91;0;4319,55;31679,46;30/09/2021;C
3140;4.1.02.01.0600;CARTAO BILHETAGEM;27173,11;0;4319,55;31492,66;30/09/2021;C
2895;4.1.02.01.0500;CARTAO ESCOLAR;184,8;0;0;184,8;30/09/2021;C
2879;4.1.02.01.0300;RECEITAS DIVERSAS;2;0;0;2;30/09/2021;C
2909;4.1.03.00.0000;RECEITAS FINANCEIRAS;15,26;0;11,29;26,55;30/09/2021;C
2917;4.1.03.01.0000;RECEITAS FINANCEIRAS;15,26;0;11,29;26,55;30/09/2021;C
2940;4.1.03.01.0400;DESCONTOS OBTIDOS;1,18;0;0;1,18;30/09/2021;C
2933;4.1.03.01.0300;RENDIMENTO S/APLIC. FINANCEIRAS;14,08;0;11,29;25,37;30/09/2021;C
2984;4.2.00.00.0000;RECEITAS NAO OPERACIONAIS;0;156037,2;104911,67;51125,53;30/09/2021;D
2992;4.2.01.00.0000;RECEITAS NAO OPERACIONAIS;0;156037,2;104911,67;51125,53;30/09/2021;D
3000;4.2.01.01.0000;RECEITAS NAO OPERACIONAIS;0;156037,2;104911,67;51125,53;30/09/2021;D
7722;4.2.01.01.0200;CUSTO DA BAIXA DE BENS DO ATIVO IMOB;0;156037,2;26060,17;129977,03;30/09/2021;D
3018;4.2.01.01.0100;RECEITA DE VENDAS DO ATIVO IMOBILIZA;0;0;78851,5;78851,5;30/09/2021;C
19;1.0.00.00.0000;ATIVO;6232477,74;2838077,36;2925795,36;6144759,74;31/10/2021;D
27;1.1.00.00.0000;CIRCULANTE;180382,15;2272365,88;2303054,68;149693,35;31/10/2021;D
35;1.1.01.00.0000;DISPONIVEL;23718,63;1684524,19;1654547,54;53695,28;31/10/2021;D
